Timestamp,pH,Temperature,Dissolved_Oxygen,Turbidity,Water_Quality
2026-01-01 00:03:10,7.18,26.69,8.2,0.03,Good
2026-01-01 00:03:15,7.19,26.99,8.18,-0.11,Good
2026-01-01 00:03:20,7.2,26.89,8.19,-0.03,Good
2026-01-01 00:03:25,7.2,27.26,8.18,0.14,Good
2026-01-01 00:03:30,7.2,27.16,8.19,-0.05,Good
2026-01-01 00:03:35,7.19,27.14,8.21,-0.14,Good
2026-01-01 00:03:40,7.2,27.06,8.19,0.02,Good
2026-01-01 00:03:45,7.19,27.27,8.18,-0.09,Good
2026-01-01 00:03:50,7.2,27.08,8.19,-0.27,Good
2026-01-01 00:03:55,7.17,27.42,8.2,-0.14,Good
2026-01-01 00:04:00,7.2,27.05,8.22,0.38,Good
2026-01-01 00:04:05,7.21,27.31,8.17,0.03,Good
2026-01-01 00:04:10,7.22,27.02,8.19,0.09,Good
2026-01-01 00:04:15,7.2,27.1,8.21,-0.04,Good
2026-01-01 00:04:20,7.18,26.63,8.19,-0.31,Good
2026-01-01 00:04:25,7.2,26.91,8.25,-0.11,Good
2026-01-01 00:04:30,7.19,27.13,8.23,0.23,Good
2026-01-01 00:04:35,7.2,27.08,8.18,0.26,Good
2026-01-01 00:04:40,7.2,27.1,8.17,0.16,Good
2026-01-01 00:04:45,7.2,26.76,8.2,-0.31,Good
2026-01-01 00:04:50,7.2,26.66,8.17,-0.11,Good
2026-01-01 00:04:55,7.19,26.73,8.17,-0.04,Good
2026-01-01 00:05:00,7.21,27.08,8.22,-0.25,Good
2026-01-01 00:05:05,7.21,27.01,8.19,-0.03,Good
2026-01-01 00:05:10,7.19,26.89,8.19,0.05,Good
2026-01-01 00:05:15,7.2,27.2,8.21,0.01,Good
2026-01-01 00:05:20,7.2,26.92,8.22,0.13,Good
2026-01-01 00:05:25,7.21,27.05,8.2,-0.23,Good
2026-01-01 00:05:30,7.19,27.16,8.19,0.08,Good
2026-01-01 00:05:35,7.19,26.7,8.19,-0.21,Good
2026-01-01 00:05:40,7.2,26.97,8.22,0.1,Good
2026-01-01 00:05:45,7.19,26.85,8.18,-0.24,Good
2026-01-01 00:05:50,7.19,26.88,8.18,0.17,Good
2026-01-01 00:05:55,7.2,27.04,8.21,-0.18,Good
2026-01-01 00:06:00,7.21,26.74,8.2,0.18,Good
2026-01-01 00:06:05,7.18,26.9,8.21,-0.01,Good
2026-01-01 00:06:10,7.21,27.39,8.19,-0.22,Good
2026-01-01 00:06:15,7.2,27.14,8.18,-0.15,Good
2026-01-01 00:06:20,7.21,27.06,8.2,-0.06,Good
2026-01-01 00:06:25,7.2,27.04,8.19,0.03,Good
2026-01-01 00:06:30,7.18,26.95,8.21,-0.13,Good
2026-01-01 00:06:35,7.2,27.19,8.2,-0.12,Good
2026-01-01 00:06:40,7.21,26.74,8.2,-0.26,Good
2026-01-01 00:06:45,7.2,26.81,8.16,-0.15,Good
2026-01-01 00:06:50,7.21,26.98,8.18,0.3,Good
2026-01-01 00:06:55,7.2,27.14,8.21,-0.12,Good
2026-01-01 00:07:00,7.2,26.88,8.21,0.15,Good
2026-01-01 00:07:05,7.2,26.84,8.19,-0.09,Good
2026-01-01 00:07:10,7.19,26.99,8.21,0.15,Good
2026-01-01 00:07:15,7.21,27.09,8.22,0.03,Good
2026-01-01 00:07:20,7.19,26.93,8.19,0.04,Good
2026-01-01 00:07:25,7.21,26.79,8.19,-0.03,Good
2026-01-01 00:07:30,7.19,27.02,8.19,-0.24,Good
2026-01-01 00:07:35,7.2,27.4,8.21,-0.16,Good
2026-01-01 00:07:40,7.2,26.78,8.21,-0.23,Good
2026-01-01 00:07:45,7.19,26.6,8.21,-0.03,Good
2026-01-01 00:07:50,7.2,26.72,8.21,-0.13,Good
2026-01-01 00:07:55,7.18,27.04,8.21,0.1,Good
2026-01-01 00:08:00,7.21,26.81,8.19,0.01,Good
2026-01-01 00:08:05,7.2,26.93,8.19,0.06,Good
2026-01-01 00:08:10,7.21,26.59,8.16,0.13,Good
2026-01-01 00:08:15,7.19,27.05,8.18,-0.11,Good
2026-01-01 00:08:20,7.2,27.1,8.21,-0.11,Good
2026-01-01 00:08:25,7.2,26.64,8.21,-0.2,Good
2026-01-01 00:08:30,7.21,26.9,8.18,0.15,Good
2026-01-01 00:08:35,7.19,27.09,8.19,0.11,Good
2026-01-01 00:08:40,7.19,27.14,8.21,0.17,Good
2026-01-01 00:08:45,7.21,27.22,8.18,-0.12,Good
2026-01-01 00:08:50,7.19,27.09,8.17,-0.07,Good
2026-01-01 00:08:55,7.21,26.88,8.19,-0.0,Good
2026-01-01 00:09:00,7.2,26.98,8.21,0.14,Good
2026-01-01 00:09:05,7.2,26.85,8.2,0.2,Good
2026-01-01 00:09:10,7.2,26.85,8.18,0.09,Good
2026-01-01 00:09:15,7.21,27.08,8.18,0.05,Good
2026-01-01 00:09:20,7.2,27.14,8.21,-0.25,Good
2026-01-01 00:09:25,7.21,27.06,8.19,0.1,Good
2026-01-01 00:09:30,7.19,27.25,8.21,-0.06,Good
2026-01-01 00:09:35,7.19,27.18,8.24,-0.06,Good
2026-01-01 00:09:40,7.2,27.25,8.23,0.3,Good
2026-01-01 00:09:45,7.22,26.91,8.18,-0.05,Good
2026-01-01 00:09:50,7.18,26.68,8.19,-0.29,Good
2026-01-01 00:09:55,7.2,26.76,8.18,0.13,Good
2026-01-01 00:10:00,7.2,27.16,8.18,0.19,Good
2026-01-01 00:10:05,7.2,26.84,8.23,-0.12,Good
2026-01-01 00:10:10,7.19,26.71,8.24,-0.28,Good
2026-01-01 00:10:15,7.2,26.75,8.2,0.06,Good
2026-01-01 00:10:20,7.19,27.06,8.18,0.3,Good
2026-01-01 00:10:25,7.21,26.83,8.21,-0.05,Good
2026-01-01 00:10:30,7.19,27.05,8.19,-0.11,Good
2026-01-01 00:10:35,7.2,26.81,8.21,-0.22,Good
2026-01-01 00:10:40,7.2,27.04,8.2,0.1,Good
2026-01-01 00:10:45,7.2,27.05,8.25,0.06,Good
2026-01-01 00:10:50,7.19,27.17,8.19,-0.09,Good
2026-01-01 00:10:55,7.2,26.86,8.17,-0.1,Good
2026-01-01 00:11:00,7.19,27.16,8.22,0.08,Good
2026-01-01 00:11:05,7.21,26.81,8.18,0.02,Good
2026-01-01 00:11:10,7.19,27.0,8.2,-0.13,Good
2026-01-01 00:11:15,7.21,26.85,8.19,-0.01,Good
2026-01-01 00:11:20,7.19,27.24,8.22,0.01,Good
2026-01-01 00:11:25,7.21,26.7,8.16,-0.04,Good
2026-01-01 00:11:30,7.2,27.09,8.18,-0.1,Good
2026-01-01 00:11:35,7.2,27.06,8.21,-0.02,Good
2026-01-01 00:11:40,7.18,26.79,8.18,-0.18,Good
2026-01-01 00:11:45,7.18,27.14,8.2,-0.03,Good
2026-01-01 00:11:50,7.19,27.01,8.18,-0.13,Good
2026-01-01 00:11:55,7.21,27.11,8.2,0.08,Good
2026-01-01 00:12:00,7.19,27.02,8.18,0.12,Good
2026-01-01 00:12:05,7.18,26.81,8.24,-0.03,Good
2026-01-01 00:12:10,7.21,26.99,8.19,-0.27,Good
2026-01-01 00:12:15,7.21,27.25,8.18,-0.09,Good
2026-01-01 00:12:20,7.19,27.18,8.22,-0.13,Good
2026-01-01 00:12:25,7.21,26.94,8.21,-0.26,Good
2026-01-01 00:12:30,7.21,26.76,8.23,0.09,Good
2026-01-01 00:12:35,7.19,26.9,8.22,-0.26,Good
2026-01-01 00:12:40,7.2,26.81,8.2,0.15,Good
2026-01-01 00:12:45,7.2,26.85,8.16,-0.22,Good
2026-01-01 00:12:50,7.19,26.88,8.21,-0.0,Good
2026-01-01 00:12:55,7.2,27.11,8.17,0.02,Good
2026-01-01 00:13:00,7.19,26.85,8.23,0.16,Good
2026-01-01 00:13:05,7.22,27.27,8.22,-0.15,Good
2026-01-01 00:13:10,7.2,27.08,8.17,-0.24,Good
2026-01-01 00:13:15,7.18,27.04,8.19,0.15,Good
2026-01-01 00:13:20,7.2,26.9,8.19,-0.13,Good
2026-01-01 00:13:25,7.17,26.89,8.2,-0.18,Good
2026-01-01 00:13:30,7.21,26.65,8.2,-0.15,Good
2026-01-01 00:13:35,7.21,26.96,8.23,-0.03,Good
2026-01-01 00:13:40,7.2,27.17,8.18,0.03,Good
2026-01-01 00:13:45,7.2,27.23,8.22,-0.17,Good
2026-01-01 00:13:50,7.21,26.94,8.19,-0.02,Good
2026-01-01 00:13:55,7.2,27.03,8.22,-0.1,Good
2026-01-01 00:14:00,7.21,26.85,8.2,-0.01,Good
2026-01-01 00:14:05,7.22,27.16,8.22,0.02,Good
2026-01-01 00:14:10,7.2,27.08,8.17,-0.16,Good
2026-01-01 00:14:15,7.19,27.11,8.19,0.05,Good
2026-01-01 00:14:20,7.18,26.95,8.19,-0.05,Good
2026-01-01 00:14:25,7.21,26.93,8.21,0.13,Good
2026-01-01 00:14:30,7.2,26.74,8.18,0.07,Good
2026-01-01 00:14:35,7.18,27.27,8.2,-0.11,Good
2026-01-01 00:14:40,7.19,27.19,8.21,0.08,Good
2026-01-01 00:14:45,7.2,27.21,8.16,0.05,Good
2026-01-01 00:14:50,7.2,26.92,8.2,-0.12,Good
2026-01-01 00:14:55,7.19,27.29,8.21,-0.22,Good
2026-01-01 00:15:00,7.19,26.76,8.22,0.16,Good
2026-01-01 00:15:05,7.21,26.9,8.2,0.18,Good
2026-01-01 00:15:10,7.21,27.12,8.21,-0.22,Good
2026-01-01 00:15:15,7.21,26.99,8.18,0.11,Good
2026-01-01 00:15:20,7.19,26.79,8.21,-0.28,Good
2026-01-01 00:15:25,7.21,27.44,8.17,0.11,Good
2026-01-01 00:15:30,7.2,26.63,8.17,0.19,Good
2026-01-01 00:15:35,7.19,27.04,8.17,0.2,Good
2026-01-01 00:15:40,7.2,26.96,8.23,0.08,Good
2026-01-01 00:15:45,7.21,26.69,8.23,0.07,Good
2026-01-01 00:15:50,7.2,27.21,8.22,0.09,Good
2026-01-01 00:15:55,7.2,26.8,8.25,0.11,Good
2026-01-01 00:16:00,7.2,26.96,8.2,-0.06,Good
2026-01-01 00:16:05,7.21,26.92,8.2,-0.02,Good
2026-01-01 00:16:10,7.19,26.8,8.19,0.25,Good
2026-01-01 00:16:15,7.2,27.22,8.2,0.08,Good
2026-01-01 00:16:20,7.21,26.86,8.21,-0.09,Good
2026-01-01 00:16:25,7.22,27.02,8.21,-0.07,Good
2026-01-01 00:16:30,7.19,26.99,8.19,0.02,Good
2026-01-01 00:16:35,7.19,26.93,8.2,0.06,Good
2026-01-01 00:16:40,7.18,26.8,8.23,-0.17,Good
2026-01-01 00:16:45,7.2,27.08,8.2,-0.11,Good
2026-01-01 00:16:50,7.21,27.06,8.19,-0.03,Good
2026-01-01 00:16:55,7.2,26.86,8.18,0.14,Good
2026-01-01 00:17:00,7.21,27.14,8.22,-0.01,Good
2026-01-01 00:17:05,7.21,26.82,8.16,-0.07,Good
2026-01-01 00:17:10,7.19,27.08,8.15,0.24,Good
2026-01-01 00:17:15,7.22,26.97,8.23,-0.18,Good
2026-01-01 00:17:20,7.2,26.75,8.19,-0.13,Good
2026-01-01 00:17:25,7.19,27.05,8.19,-0.06,Good
2026-01-01 00:17:30,7.2,27.09,8.18,0.05,Good
2026-01-01 00:17:35,7.2,26.84,8.19,-0.33,Good
2026-01-01 00:17:40,7.2,26.94,8.18,0.04,Good
2026-01-01 00:17:45,7.2,27.08,8.23,-0.06,Good
2026-01-01 00:17:50,7.21,26.68,8.21,-0.12,Good
2026-01-01 00:17:55,7.2,27.02,8.22,0.02,Good
2026-01-01 00:18:00,7.2,27.17,8.21,0.04,Good
2026-01-01 00:18:05,7.19,26.89,8.22,0.03,Good
2026-01-01 00:18:10,7.2,26.87,8.2,-0.22,Good
2026-01-01 00:18:15,7.18,26.98,8.21,-0.14,Good
2026-01-01 00:18:20,7.2,26.84,8.19,-0.16,Good
2026-01-01 00:18:25,7.19,27.36,8.23,0.01,Good
2026-01-01 00:18:30,7.2,26.77,8.17,-0.02,Good
2026-01-01 00:18:35,7.21,26.85,8.2,0.04,Good
2026-01-01 00:18:40,7.2,27.01,8.22,0.02,Good
2026-01-01 00:18:45,7.2,27.03,8.2,-0.04,Good
2026-01-01 00:18:50,7.2,26.9,8.21,-0.15,Good
2026-01-01 00:18:55,7.2,27.3,8.15,-0.12,Good
2026-01-01 00:19:00,7.21,27.11,8.2,0.13,Good
2026-01-01 00:19:05,7.2,26.86,8.19,0.06,Good
2026-01-01 00:19:10,7.21,27.0,8.18,-0.16,Good
2026-01-01 00:19:15,7.2,26.92,8.2,-0.03,Good
2026-01-01 00:19:20,7.21,26.88,8.2,-0.11,Good
2026-01-01 00:19:25,7.21,26.9,8.23,0.15,Good
2026-01-01 00:19:30,7.21,26.88,8.17,-0.25,Good
2026-01-01 00:19:35,7.23,26.95,8.21,0.28,Good
2026-01-01 00:19:40,7.19,27.07,8.19,-0.19,Good
2026-01-01 00:19:45,7.17,26.87,8.17,-0.04,Good
2026-01-01 00:19:50,7.2,27.08,8.19,-0.03,Good
2026-01-01 00:19:55,7.18,26.77,8.21,0.03,Good
2026-01-01 00:20:00,7.19,26.79,8.21,0.13,Good
2026-01-01 00:20:05,7.21,26.71,8.2,0.04,Good
2026-01-01 00:20:10,7.18,27.2,8.18,-0.14,Good
2026-01-01 00:20:15,7.19,27.15,8.23,-0.01,Good
2026-01-01 00:20:20,7.2,26.93,8.2,-0.09,Good
2026-01-01 00:20:25,7.2,26.98,8.19,0.2,Good
2026-01-01 00:20:30,7.22,27.06,8.2,-0.2,Good
2026-01-01 00:20:35,7.21,27.0,8.21,0.09,Good
2026-01-01 00:20:40,7.19,26.98,8.2,-0.05,Good
2026-01-01 00:20:45,7.19,26.93,8.22,-0.04,Good
2026-01-01 00:20:50,7.2,27.2,8.18,0.06,Good
2026-01-01 00:20:55,7.18,26.77,8.16,-0.35,Good
2026-01-01 00:21:00,7.21,27.25,8.17,0.0,Good
2026-01-01 00:21:05,7.2,26.97,8.18,0.15,Good
2026-01-01 00:21:10,7.2,27.26,8.21,0.06,Good
2026-01-01 00:21:15,7.19,26.98,8.2,0.07,Good
2026-01-01 00:21:20,7.22,27.06,8.18,-0.02,Good
2026-01-01 00:21:25,7.19,27.06,8.19,-0.07,Good
2026-01-01 00:21:30,7.2,26.73,8.2,-0.04,Good
2026-01-01 00:21:35,7.18,26.83,8.23,-0.18,Good
2026-01-01 00:21:40,7.21,27.19,8.21,-0.22,Good
2026-01-01 00:21:45,7.18,27.0,8.18,-0.21,Good
2026-01-01 00:21:50,7.18,27.24,8.21,0.15,Good
2026-01-01 00:21:55,7.2,26.92,8.18,0.28,Good
2026-01-01 00:22:00,7.2,27.25,8.19,-0.21,Good
2026-01-01 00:22:05,7.18,26.87,8.2,-0.12,Good
2026-01-01 00:22:10,7.19,27.11,8.21,-0.16,Good
2026-01-01 00:22:15,7.21,26.88,8.2,0.02,Good
2026-01-01 00:22:20,7.2,27.14,8.21,-0.28,Good
2026-01-01 00:22:25,7.22,26.94,8.18,0.18,Good
2026-01-01 00:22:30,7.2,26.98,8.2,-0.09,Good
2026-01-01 00:22:35,7.19,27.03,8.21,-0.06,Good
2026-01-01 00:22:40,7.19,27.03,8.22,0.19,Good
2026-01-01 00:22:45,7.2,27.2,8.2,-0.02,Good
2026-01-01 00:22:50,7.19,26.8,8.21,0.01,Good
2026-01-01 00:22:55,7.19,27.58,8.18,0.03,Good
2026-01-01 00:23:00,7.19,26.64,8.22,-0.25,Good
2026-01-01 00:23:05,7.19,26.87,8.23,-0.12,Good
2026-01-01 00:23:10,7.2,27.13,8.2,0.18,Good
2026-01-01 00:23:15,7.22,26.89,8.23,-0.15,Good
2026-01-01 00:23:20,7.21,26.82,8.2,-0.1,Good
2026-01-01 00:23:25,7.2,27.21,8.2,-0.22,Good
2026-01-01 00:23:30,7.19,26.98,8.19,-0.13,Good
2026-01-01 00:23:35,7.2,27.11,8.22,0.09,Good
2026-01-01 00:23:40,7.19,26.88,8.21,-0.13,Good
2026-01-01 00:23:45,7.21,27.22,8.19,-0.07,Good
2026-01-01 00:23:50,7.18,26.93,8.21,-0.03,Good
2026-01-01 00:23:55,7.19,27.2,8.23,-0.32,Good
2026-01-01 00:24:00,7.22,26.94,8.2,-0.14,Good
2026-01-01 00:24:05,7.2,26.99,8.2,0.12,Good
2026-01-01 00:24:10,7.2,26.99,8.16,0.23,Good
2026-01-01 00:24:15,7.2,26.79,8.22,0.28,Good
2026-01-01 00:24:20,7.19,26.9,8.18,-0.22,Good
2026-01-01 00:24:25,7.19,26.97,8.14,0.13,Good
2026-01-01 00:24:30,7.2,26.82,8.18,-0.02,Good
2026-01-01 00:24:35,7.17,27.03,8.18,0.01,Good
2026-01-01 00:24:40,7.21,27.0,8.19,-0.16,Good
2026-01-01 00:24:45,7.21,26.75,8.18,-0.06,Good
2026-01-01 00:24:50,7.21,27.01,8.2,0.02,Good
2026-01-01 00:24:55,7.19,26.92,8.2,0.28,Good
2026-01-01 00:25:00,7.22,26.98,8.21,-0.06,Good
2026-01-01 00:25:05,7.2,26.99,8.17,0.01,Good
2026-01-01 00:25:10,7.21,27.04,8.26,-0.15,Good
2026-01-01 00:25:15,7.2,27.04,8.22,-0.26,Good
2026-01-01 00:25:20,7.19,26.86,8.18,-0.02,Good
2026-01-01 00:25:25,7.18,26.94,8.21,0.09,Good
2026-01-01 00:25:30,7.21,26.9,8.19,-0.33,Good
2026-01-01 00:25:35,7.2,27.24,8.22,-0.28,Good
2026-01-01 00:25:40,7.19,27.12,8.2,0.03,Good
2026-01-01 00:25:45,7.2,26.88,8.18,-0.14,Good
2026-01-01 00:25:50,7.2,27.08,8.19,-0.12,Good
2026-01-01 00:25:55,7.19,26.72,8.21,0.11,Good
2026-01-01 00:26:00,7.21,26.94,8.18,-0.04,Good
2026-01-01 00:26:05,7.21,26.39,8.23,-0.12,Good
2026-01-01 00:26:10,7.19,26.75,8.2,0.13,Good
2026-01-01 00:26:15,7.19,27.0,8.23,-0.26,Good
2026-01-01 00:26:20,7.2,27.08,8.18,-0.18,Good
2026-01-01 00:26:25,7.2,26.77,8.21,0.04,Good
2026-01-01 00:26:30,7.2,26.96,8.23,0.21,Good
2026-01-01 00:26:35,7.21,26.89,8.18,0.06,Good
2026-01-01 00:26:40,7.19,27.01,8.17,-0.23,Good
2026-01-01 00:26:45,7.19,26.85,8.21,-0.21,Good
2026-01-01 00:26:50,7.21,27.14,8.2,-0.02,Good
2026-01-01 00:26:55,7.2,27.18,8.22,0.15,Good
2026-01-01 00:27:00,7.2,26.85,8.2,0.02,Good
2026-01-01 00:27:05,7.19,26.7,8.21,0.16,Good
2026-01-01 00:27:10,7.19,27.0,8.2,-0.01,Good
2026-01-01 00:27:15,7.2,27.18,8.21,0.0,Good
2026-01-01 00:27:20,7.21,26.93,8.22,-0.03,Good
2026-01-01 00:27:25,7.18,26.77,8.17,-0.18,Good
2026-01-01 00:27:30,7.19,26.98,8.18,0.15,Good
2026-01-01 00:27:35,7.22,27.05,8.19,-0.04,Good
2026-01-01 00:27:40,7.19,27.16,8.21,0.02,Good
2026-01-01 00:27:45,7.21,27.27,8.22,-0.31,Good
2026-01-01 00:27:50,7.19,26.88,8.18,0.28,Good
2026-01-01 00:27:55,7.21,27.15,8.19,0.03,Good
2026-01-01 00:28:00,7.2,26.71,8.18,-0.06,Good
2026-01-01 00:28:05,7.21,26.91,8.15,0.1,Good
2026-01-01 00:28:10,7.2,27.05,8.24,0.07,Good
2026-01-01 00:28:15,7.2,26.89,8.22,-0.28,Good
2026-01-01 00:28:20,7.2,26.87,8.2,-0.0,Good
2026-01-01 00:28:25,7.2,27.12,8.23,0.22,Good
2026-01-01 00:28:30,7.19,26.77,8.24,0.04,Good
2026-01-01 00:28:35,7.2,27.05,8.17,0.07,Good
2026-01-01 00:28:40,7.21,26.83,8.18,-0.15,Good
2026-01-01 00:28:45,7.18,27.34,8.19,-0.15,Good
2026-01-01 00:28:50,7.19,27.26,8.2,0.16,Good
2026-01-01 00:28:55,7.19,26.91,8.17,-0.07,Good
2026-01-01 00:29:00,7.17,26.87,8.21,-0.04,Good
2026-01-01 00:29:05,7.19,26.93,8.21,0.07,Good
2026-01-01 00:29:10,7.2,26.94,8.19,-0.23,Good
2026-01-01 00:29:15,7.21,26.76,8.19,-0.05,Good
2026-01-01 00:29:20,7.2,26.79,8.19,0.17,Good
2026-01-01 00:29:25,7.21,26.85,8.21,-0.09,Good
2026-01-01 00:29:30,7.21,27.0,8.19,0.13,Good
2026-01-01 00:29:35,7.17,27.14,8.2,-0.14,Good
2026-01-01 00:29:40,7.18,27.03,8.18,0.25,Good
2026-01-01 00:29:45,7.2,26.92,8.19,-0.16,Good
2026-01-01 00:29:50,7.19,26.47,8.23,0.02,Good
2026-01-01 00:29:55,7.19,26.56,8.22,-0.08,Good
2026-01-01 00:30:00,7.19,26.7,8.2,-0.03,Good
2026-01-01 00:30:05,7.19,27.12,8.19,-0.11,Good
2026-01-01 00:30:10,7.2,27.24,8.2,0.29,Good
2026-01-01 00:30:15,7.2,26.79,8.2,-0.09,Good
2026-01-01 00:30:20,7.2,26.96,8.17,-0.24,Good
2026-01-01 00:30:25,7.21,26.68,8.16,0.17,Good
2026-01-01 00:30:30,7.22,27.35,8.19,-0.28,Good
2026-01-01 00:30:35,7.2,27.0,8.2,-0.13,Good
2026-01-01 00:30:40,7.21,27.23,8.21,0.07,Good
2026-01-01 00:30:45,7.2,26.97,8.17,-0.11,Good
2026-01-01 00:30:50,7.19,26.89,8.21,-0.11,Good
2026-01-01 00:30:55,7.19,26.77,8.2,0.03,Good
2026-01-01 00:31:00,7.2,27.06,8.2,-0.01,Good
2026-01-01 00:31:05,7.2,26.99,8.22,0.05,Good
2026-01-01 00:31:10,7.2,27.22,8.22,0.16,Good
2026-01-01 00:31:15,7.2,26.94,8.17,0.22,Good
2026-01-01 00:31:20,7.19,27.02,8.2,0.01,Good
2026-01-01 00:31:25,7.19,26.73,8.24,-0.34,Good
2026-01-01 00:31:30,7.21,27.11,8.19,0.04,Good
2026-01-01 00:31:35,7.17,26.71,8.22,-0.11,Good
2026-01-01 00:31:40,7.18,26.86,8.12,-0.21,Good
2026-01-01 00:31:45,7.19,27.26,8.2,-0.15,Good
2026-01-01 00:31:50,7.19,27.03,8.2,0.06,Good
2026-01-01 00:31:55,7.2,26.77,8.24,-0.14,Good
2026-01-01 00:32:00,7.21,26.87,8.22,-0.18,Good
2026-01-01 00:32:05,7.19,27.11,8.21,0.04,Good
2026-01-01 00:32:10,7.2,27.06,8.19,-0.07,Good
2026-01-01 00:32:15,7.2,27.42,8.24,-0.04,Good
2026-01-01 00:32:20,7.19,27.04,8.15,-0.1,Good
2026-01-01 00:32:25,7.18,26.99,8.17,-0.25,Good
2026-01-01 00:32:30,7.19,26.91,8.23,-0.4,Good
2026-01-01 00:32:35,7.21,26.66,8.18,-0.3,Good
2026-01-01 00:32:40,7.19,26.7,8.22,0.18,Good
2026-01-01 00:32:45,7.2,27.23,8.19,0.25,Good
2026-01-01 00:32:50,7.19,27.0,8.21,-0.06,Good
2026-01-01 00:32:55,7.19,26.86,8.21,0.26,Good
2026-01-01 00:33:00,7.2,26.9,8.17,-0.14,Good
2026-01-01 00:33:05,7.19,26.91,8.16,0.2,Good
2026-01-01 00:33:10,7.18,27.05,8.22,-0.07,Good
2026-01-01 00:33:15,7.21,27.12,8.22,0.08,Good
2026-01-01 00:33:20,7.21,27.13,8.19,-0.07,Good
2026-01-01 00:33:25,7.2,27.04,8.21,-0.09,Good
2026-01-01 00:33:30,7.2,26.84,8.19,0.15,Good
2026-01-01 00:33:35,7.22,27.07,8.22,0.01,Good
2026-01-01 00:33:40,7.21,27.18,8.21,0.26,Good
2026-01-01 00:33:45,7.21,27.27,8.23,0.06,Good
2026-01-01 00:33:50,7.21,26.95,8.2,0.05,Good
2026-01-01 00:33:55,7.22,27.21,8.22,0.22,Good
2026-01-01 00:34:00,7.2,26.98,8.24,-0.06,Good
2026-01-01 00:34:05,7.2,26.93,8.17,-0.17,Good
2026-01-01 00:34:10,7.18,27.2,8.19,-0.14,Good
2026-01-01 00:34:15,7.2,26.8,8.23,0.0,Good
2026-01-01 00:34:20,7.21,27.16,8.15,-0.0,Good
2026-01-01 00:34:25,7.2,27.04,8.2,-0.22,Good
2026-01-01 00:34:30,7.2,26.83,8.16,-0.17,Good
2026-01-01 00:34:35,7.2,26.99,8.18,-0.14,Good
2026-01-01 00:34:40,7.2,26.69,8.21,0.14,Good
2026-01-01 00:34:45,7.2,26.72,8.21,0.09,Good
2026-01-01 00:34:50,7.18,26.85,8.21,-0.2,Good
2026-01-01 00:34:55,7.2,27.3,8.16,0.05,Good
2026-01-01 00:35:00,7.19,27.01,8.19,-0.35,Good
2026-01-01 00:35:05,7.21,27.07,8.19,-0.03,Good
2026-01-01 00:35:10,7.22,26.89,8.15,-0.09,Good
2026-01-01 00:35:15,7.2,26.81,8.2,-0.21,Good
2026-01-01 00:35:20,7.19,26.96,8.2,-0.1,Good
2026-01-01 00:35:25,7.23,27.01,8.21,-0.43,Good
2026-01-01 00:35:30,7.23,26.95,8.21,-0.03,Good
